{ group = 0, type = 0, id = 520, propability = 250, count = 0, mincount = 0, maxcount = 1 }, --5½×Îï¹¥»êÓñ
{ group = 0, type = 0, id = 521, propability = 250, count = 0, mincount = 0, maxcount = 1 }, --5½×Ä§¹¥»êÓñ
{ group = 0, type = 0, id = 522, propability = 250, count = 0, mincount = 0, maxcount = 1 }, --5½×µÀ¹¥»êÓñ
{ group = 0, type = 0, id = 523, propability = 180, count = 0, mincount = 0, maxcount = 1 }, --5½×Îï·À»êÓñ
{ group = 0, type = 0, id = 524, propability = 180, count = 0, mincount = 0, maxcount = 1 }, --5½×Ä§·À»êÓñ
{ group = 0, type = 0, id = 525, propability = 180, count = 0, mincount = 0, maxcount = 1 }, --5½×ÉúÃü»êÓñ
{ group = 0, type = 0, id = 526, propability = 160, count = 0, mincount = 0, maxcount = 1 }, --5½×Ä§·¨»êÓñ
{ group = 0, type = 0, id = 513, propability = 150, count = 0, mincount = 0, maxcount = 1 }, --4½×Îï¹¥»êÓñ
{ group = 0, type = 0, id = 514, propability = 150, count = 0, mincount = 0, maxcount = 1 }, --4½×Ä§¹¥»êÓñ
{ group = 0, type = 0, id = 515, propability = 150, count = 0, mincount = 0, maxcount = 1 }, --4½×µÀ¹¥»êÓñ
{ group = 0, type = 0, id = 516, propability = 80, count = 0, mincount = 0, maxcount = 1 }, --4½×Îï·À»êÓñ
{ group = 0, type = 0, id = 517, propability = 80, count = 0, mincount = 0, maxcount = 1 }, --4½×Ä§·À»êÓñ
{ group = 0, type = 0, id = 518, propability = 50, count = 0, mincount = 0, maxcount = 1 }, --4½×ÉúÃü»êÓñ
{ group = 0, type = 0, id = 519, propability = 50, count = 0, mincount = 0, maxcount = 1 }, --4½×Ä§·¨»êÓñ
{ group = 0, type = 0, id = 506, propability = 30, count = 0, mincount = 0, maxcount = 1 }, --3½×Îï¹¥»êÓñ
{ group = 0, type = 0, id = 507, propability = 30, count = 0, mincount = 0, maxcount = 1 }, --3½×Ä§¹¥»êÓñ
{ group = 0, type = 0, id = 508, propability = 30, count = 0, mincount = 0, maxcount = 1 }, --3½×µÀ¹¥»êÓñ
{ group = 0, type = 0, id = 509, propability = 20, count = 0, mincount = 0, maxcount = 1 }, --3½×Îï·À»êÓñ
{ group = 0, type = 0, id = 510, propability = 20, count = 0, mincount = 0, maxcount = 1 }, --3½×Ä§·À»êÓñ
{ group = 0, type = 0, id = 511, propability = 20, count = 0, mincount = 0, maxcount = 1 }, --3½×ÉúÃü»êÓñ
{ group = 0, type = 0, id = 512, propability = 10, count = 0, mincount = 0, maxcount = 1 }, --3½×Ä§·¨»êÓñ
{ group = 0, type = 0, id = 499, propability = 8, count = 0, mincount = 1, maxcount = 2 }, --2½×Îï¹¥»êÓñ
{ group = 0, type = 0, id = 500, propability = 8, count = 0, mincount = 1, maxcount = 2 }, --2½×Ä§¹¥»êÓñ
{ group = 0, type = 0, id = 501, propability = 8, count = 0, mincount = 1, maxcount = 2 }, --2½×µÀ¹¥»êÓñ
{ group = 0, type = 0, id = 502, propability = 8, count = 0, mincount = 1, maxcount = 2 }, --2½×Îï·À»êÓñ
{ group = 0, type = 0, id = 503, propability = 8, count = 0, mincount = 1, maxcount = 2 }, --2½×Ä§·À»êÓñ
{ group = 0, type = 0, id = 504, propability = 8, count = 0, mincount = 1, maxcount = 2 }, --2½×ÉúÃü»êÓñ
{ group = 0, type = 0, id = 505, propability = 8, count = 0, mincount = 1, maxcount = 2 }, --2½×Ä§·¨»êÓñ
{ group = 0, type = 0, id = 492, propability = 5, count = 0, mincount = 1, maxcount = 2, bind = 1 }, --1½×Îï¹¥»êÓñ
{ group = 0, type = 0, id = 493, propability = 5, count = 0, mincount = 1, maxcount = 2, bind = 1 }, --1½×Ä§¹¥»êÓñ
{ group = 0, type = 0, id = 494, propability = 5, count = 0, mincount = 1, maxcount = 2, bind = 1 }, --1½×µÀ¹¥»êÓñ
{ group = 0, type = 0, id = 495, propability = 5, count = 0, mincount = 1, maxcount = 2, bind = 1 }, --1½×Îï·À»êÓñ
{ group = 0, type = 0, id = 496, propability = 5, count = 0, mincount = 1, maxcount = 2, bind = 1 }, --1½×Ä§·À»êÓñ
{ group = 0, type = 0, id = 497, propability = 5, count = 0, mincount = 1, maxcount = 2, bind = 1 }, --1½×ÉúÃü»êÓñ
{ group = 0, type = 0, id = 498, propability = 5, count = 0, mincount = 1, maxcount = 2, bind = 1 }, --1½×Ä§·¨»êÓñ
{ group = 0, type = 0, id = 484, propability = 1, count = 0, mincount = 0, maxcount = 3, bind = 1 }, --Ç¿»¯Ê¯
{ group = 0, type = 0, id = 485, propability = 5, count = 0, mincount = 1, maxcount = 3, bind = 1 }, --ÍêÃÀÇ¿»¯·û
{ group = 0, type = 0, id = 922, propability = 1, count = 1, bind = 1 }, --»¤¾µËé¾§(ÖĞ)
{ group = 0, type = 0, id = 919, propability = 1, count = 1, bind = 1 }, --ĞÇÖéËé¾§(ÖĞ)
{ group = 0, type = 0, id = 928, propability = 1, count = 0, mincount = 0, maxcount = 2, bind = 1 }, --Ğş¶ÜËé¾§(ÖĞ)
{ group = 0, type = 0, id = 925, propability = 1, count = 0, mincount = 0, maxcount = 2, bind = 1 }, --ÑªÓ¡Ëé¾§(ÖĞ)
{ group = 0, type = 0, id = 921, propability = 1, count = 0, mincount = 2, maxcount = 5, bind = 1 }, --»¤¾µËé¾§(Ğ¡)
{ group = 0, type = 0, id = 918, propability = 1, count = 0, mincount = 2, maxcount = 5, bind = 1 }, --ĞÇÖéËé¾§(Ğ¡)
{ group = 0, type = 0, id = 927, propability = 1, count = 0, mincount = 5, maxcount = 8, bind = 1 }, --Ğş¶ÜËé¾§(Ğ¡)
{ group = 0, type = 0, id = 924, propability = 1, count = 0, mincount = 5, maxcount = 8, bind = 1 }, --ÑªÓ¡Ëé¾§(Ğ¡)
{ group = 0, type = 0, id = 491, propability = 5, count = 0, mincount = 0, maxcount = 1 }, --³á°ò½ø½×Öé
{ group = 0, type = 0, id = 618, propability = 15, count = 0, mincount = 0, maxcount = 1 }, --ĞĞ»áÒøÆ±
{ group = 0, type = 0, id = 623, propability = 15, count = 0, mincount = 0, maxcount = 1, bind = 1 }, --Ğ¡½ğ×©
{ group = 0, type = 0, id = 624, propability = 100, count = 0, mincount = 0, maxcount = 1, bind = 1 }, --´ó½ğ×©
{ group = 0, type = 0, id = 726, propability = 10, count = 0, mincount = 0, maxcount = 1, bind = 1 }, --°ÙÍò¾­ÑéÁéµ¤
{ group = 0, type = 0, id = 727, propability = 15, count = 0, mincount = 0, maxcount = 1, bind = 1 }, --Ç§Íò¾­ÑéÁéµ¤
{ group = 0, type = 0, id = 728, propability = 50, count = 0, mincount = 0, maxcount = 1, bind = 1 }, --Ò»ÒÚ¾­ÑéÁéµ¤
{ group = 0, type = 0, id = 745, propability = 5, count = 0, mincount = 0, maxcount = 1 }, --×£¸£ÓÍ
{ group = 0, type = 0, id = 746, propability = 30, count = 0, mincount = 0, maxcount = 1 }, --³¬¼¶×£¸£ÓÍ
{ group = 0, type = 0, id = 747, propability = 5, count = 0, mincount = 0, maxcount = 3 }, --¸ß¼¶Ç¿»¯Ê¯
{ group = 0, type = 0, id = 779, propability = 30, count = 0, mincount = 1, maxcount = 2, bind = 1 }, --¶ş½×ÁéÓğ
{ group = 0, type = 0, id = 463, propability = 1, count = 0, mincount = 5, maxcount = 8, bind = 1 }, --Ò»½×ÁéÓğ
{ group = 0, type = 0, id = 808, propability = 50, count = 1 }, --°ó¶¨10Ôª±¦¶§
{ group = 0, type = 0, id = 809, propability = 500, count = 1 }, --°ó¶¨100Ôª±¦¶§
{ group = 0, type = 0, id = 810, propability = 5000, count = 1 }, --°ó¶¨500Ôª±¦¶§
{ group = 0, type = 0, id = 811, propability = 50000, count = 1 }, --°ó¶¨1000Ôª±¦¶§
{ group = 0, type = 0, id = 821, propability = 1, count = 1 }, --¸´»î¾í
{ group = 0, type = 0, id = 835, propability = 50, count = 1 }, --ÎïÀí¹¥»÷Ò©¼Á
{ group = 0, type = 0, id = 836, propability = 50, count = 1 }, --Ä§·¨¹¥»÷Ò©¼Á
{ group = 0, type = 0, id = 837, propability = 50, count = 1 }, --µÀÊõ¹¥»÷Ò©¼Á
{ group = 0, type = 0, id = 793, propability = 1000, count = 0, mincount = 0, maxcount = 1 }, --1¼¶ºÀ»ª»êÓñÏä
{ group = 0, type = 0, id = 794, propability = 5000, count = 0, mincount = 0, maxcount = 1 }, --2¼¶ºÀ»ª»êÓñÏä
{ group = 0, type = 0, id = 795, propability = 10000, count = 0, mincount = 0, maxcount = 1 }, --3¼¶ºÀ»ª»êÓñÏä
{ group = 0, type = 0, id = 850, propability = 100, count = 0, mincount = 0, maxcount = 1 }, --Ñ°±¦¾í
{ group = 0, type = 0, id = 1215, propability = 20000, count = 0, mincount = 0, maxcount = 1 }, --Îå¼¶ÍêÃÀÇ¿»¯·û
{ group = 0, type = 0, id = 464, propability = 5, count = 0, mincount = 0, maxcount = 1 }, --1½×»êÖé
{ group = 0, type = 0, id = 5, propability = 8, count = 1 }, --ÁúÁÛ½£
{ group = 0, type = 0, id = 20, propability = 8, count = 1 }, --ºìÓñÓ°ÈĞ
{ group = 0, type = 0, id = 35, propability = 8, count = 1 }, --ĞşìÇÉñ½£
{ group = 0, type = 0, id = 54, propability = 8, count = 1 }, --ÁúÁÛÕ½¼×(ÄĞ)
{ group = 0, type = 0, id = 84, propability = 8, count = 1 }, --ºìÓñ·¨ÅÛ(ÄĞ)
{ group = 0, type = 0, id = 114, propability = 8, count = 1 }, --ĞşìÇµÀîø(ÄĞ)
{ group = 0, type = 0, id = 69, propability = 8, count = 1 }, --ÁúÁÛÕ½¼×(Å®)
{ group = 0, type = 0, id = 99, propability = 8, count = 1 }, --ºìÓñ·¨ÅÛ(Å®)
{ group = 0, type = 0, id = 129, propability = 8, count = 1 }, --ĞşìÇµÀîø(Å®)
{ group = 0, type = 0, id = 145, propability = 8, count = 1 }, --ÁúÁÛÑü´ø
{ group = 0, type = 0, id = 160, propability = 8, count = 1 }, --ºìÓñÑü´ø
{ group = 0, type = 0, id = 175, propability = 8, count = 1 }, --ĞşìÇÑü´ø
{ group = 0, type = 0, id = 191, propability = 8, count = 1 }, --ÁúÁÛÍ·¿ø
{ group = 0, type = 0, id = 206, propability = 8, count = 1 }, --ºìÓñÍ·¿ø
{ group = 0, type = 0, id = 221, propability = 8, count = 1 }, --ĞşìÇÍ·¿ø
{ group = 0, type = 0, id = 237, propability = 8, count = 1 }, --ÁúÁÛÏîÁ´
{ group = 0, type = 0, id = 252, propability = 8, count = 1 }, --ºìÓñÏîÁ´
{ group = 0, type = 0, id = 267, propability = 8, count = 1 }, --ĞşìÇÏîÁ´
{ group = 0, type = 0, id = 283, propability = 8, count = 1 }, --ÁúÁÛÊÖïí
{ group = 0, type = 0, id = 298, propability = 8, count = 1 }, --ºìÓñÊÖïí
{ group = 0, type = 0, id = 313, propability = 8, count = 1 }, --ĞşìÇÊÖïí
{ group = 0, type = 0, id = 329, propability = 8, count = 1 }, --ÁúÁÛ½äÖ¸
{ group = 0, type = 0, id = 344, propability = 8, count = 1 }, --ºìÓñ½äÖ¸
{ group = 0, type = 0, id = 359, propability = 8, count = 1 }, --ĞşìÇ½äÖ¸
{ group = 0, type = 0, id = 375, propability = 8, count = 1 }, --ÁúÁÛÕ½Ñ¥
{ group = 0, type = 0, id = 390, propability = 8, count = 1 }, --ºìÓñ·¨Ñ¥
{ group = 0, type = 0, id = 405, propability = 8, count = 1 }, --ĞşìÇµÀÑ¥
{ group = 0, type = 0, id = 420, propability = 8, count = 1 }, --ÁúÁÛ±¦Ê¯
{ group = 0, type = 0, id = 435, propability = 8, count = 1 }, --ºìÓñ±¦Ê¯
{ group = 0, type = 0, id = 450, propability = 8, count = 1 }, --ĞşìÇ±¦Ê¯
{ group = 2, type = 0, id = 22, propability = 15, count = 1 }, --±ùÀ¶·¨ÕÈ
{ group = 2, type = 0, id = 86, propability = 5, count = 1 }, --´äÓğ·¨ÅÛ(ÄĞ)
{ group = 2, type = 0, id = 101, propability = 5, count = 1 }, --´äÓğ·¨ÅÛ(Å®)
{ group = 0, type = 0, id = 162, propability = 5, count = 1 }, --´äÓğÑü´ø
{ group = 0, type = 0, id = 208, propability = 5, count = 1 }, --´äÓğÍ·¿ø
{ group = 0, type = 0, id = 254, propability = 5, count = 1 }, --´äÓğÏîÁ´
{ group = 0, type = 0, id = 300, propability = 5, count = 1 }, --´äÓğÊÖïí
{ group = 0, type = 0, id = 346, propability = 5, count = 1 }, --´äÓğ½äÖ¸
{ group = 0, type = 0, id = 392, propability = 5, count = 1 }, --´äÓğ·¨Ñ¥
{ group = 0, type = 0, id = 437, propability = 5, count = 1 }, --´äÓğ±¦Ê¯
{ group = 3, type = 0, id = 37, propability = 15, count = 1 }, --×Ï¹âµÀ½£
{ group = 3, type = 0, id = 116, propability = 5, count = 1 }, --À¶ÁèµÀîø(ÄĞ)
{ group = 3, type = 0, id = 131, propability = 5, count = 1 }, --À¶ÁèµÀîø(Å®)
{ group = 0, type = 0, id = 177, propability = 5, count = 1 }, --À¶ÁèÑü´ø
{ group = 0, type = 0, id = 223, propability = 5, count = 1 }, --À¶ÁèÍ·¿ø
{ group = 0, type = 0, id = 269, propability = 5, count = 1 }, --À¶ÁèÏîÁ´
{ group = 0, type = 0, id = 315, propability = 5, count = 1 }, --À¶ÁèÊÖïí
{ group = 0, type = 0, id = 361, propability = 5, count = 1 }, --À¶Áè½äÖ¸
{ group = 0, type = 0, id = 407, propability = 5, count = 1 }, --À¶ÁèµÀÑ¥
{ group = 0, type = 0, id = 452, propability = 5, count = 1 }, --À¶Áè±¦Ê¯
{ group = 4, type = 0, id = 57, propability = 30, count = 1 }, --öÌ½ğÕ½¼×(ÄĞ)
{ group = 4, type = 0, id = 72, propability = 30, count = 1 }, --öÌ½ğÕ½¼×(Å®)
{ group = 4, type = 0, id = 87, propability = 30, count = 1 }, --±Ìçô·¨ÅÛ(ÄĞ)
{ group = 4, type = 0, id = 102, propability = 30, count = 1 }, --±Ìçô·¨ÅÛ(Å®)
{ group = 4, type = 0, id = 117, propability = 30, count = 1 }, --á°¿ÕµÀîø(ÄĞ)
{ group = 4, type = 0, id = 132, propability = 30, count = 1 }, --á°¿ÕµÀîø(Å®)
{ group = 5, type = 0, id = 148, propability = 50, count = 1 }, --öÌ½ğÑü´ø
{ group = 5, type = 0, id = 163, propability = 50, count = 1 }, --±ÌçôÑü´ø
{ group = 5, type = 0, id = 178, propability = 50, count = 1 }, --á°¿ÕÑü´ø
{ group = 5, type = 0, id = 194, propability = 50, count = 1 }, --öÌ½ğÍ·¿ø
{ group = 5, type = 0, id = 209, propability = 50, count = 1 }, --±ÌçôÍ·¿ø
{ group = 5, type = 0, id = 224, propability = 50, count = 1 }, --á°¿ÕÍ·¿ø
{ group = 5, type = 0, id = 240, propability = 50, count = 1 }, --öÌ½ğÏîÁ´
