{ group = 0, type = 0, id = 5, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ÁúÁÛ½£
{ group = 0, type = 0, id = 54, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ÁúÁÛÕ½¼×(ÄĞ)
{ group = 0, type = 0, id = 69, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ÁúÁÛÕ½¼×(Å®)
{ group = 0, type = 0, id = 145, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ÁúÁÛÑü´ø
{ group = 0, type = 0, id = 191, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ÁúÁÛÍ·¿ø
{ group = 0, type = 0, id = 237, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ÁúÁÛÏîÁ´
{ group = 0, type = 0, id = 283, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ÁúÁÛÊÖïí
{ group = 0, type = 0, id = 329, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ÁúÁÛ½äÖ¸
{ group = 0, type = 0, id = 375, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ÁúÁÛÕ½Ñ¥
{ group = 0, type = 0, id = 420, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ÁúÁÛ±¦Ê¯
{ group = 0, type = 0, id = 20, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ºìÓñÓ°ÈĞ
{ group = 0, type = 0, id = 84, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ºìÓñ·¨ÅÛ(ÄĞ)
{ group = 0, type = 0, id = 99, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ºìÓñ·¨ÅÛ(Å®)
{ group = 0, type = 0, id = 160, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ºìÓñÑü´ø
{ group = 0, type = 0, id = 206, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ºìÓñÍ·¿ø
{ group = 0, type = 0, id = 252, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ºìÓñÏîÁ´
{ group = 0, type = 0, id = 298, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ºìÓñÊÖïí
{ group = 0, type = 0, id = 344, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ºìÓñ½äÖ¸
{ group = 0, type = 0, id = 390, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ºìÓñ·¨Ñ¥
{ group = 0, type = 0, id = 435, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ºìÓñ±¦Ê¯
{ group = 0, type = 0, id = 35, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ĞşìÇÉñ½£
{ group = 0, type = 0, id = 114, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ĞşìÇµÀîø(ÄĞ)
{ group = 0, type = 0, id = 129, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ĞşìÇµÀîø(Å®)
{ group = 0, type = 0, id = 175, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ĞşìÇÑü´ø
{ group = 0, type = 0, id = 221, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ĞşìÇÍ·¿ø
{ group = 0, type = 0, id = 267, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ĞşìÇÏîÁ´
{ group = 0, type = 0, id = 313, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ĞşìÇÊÖïí
{ group = 0, type = 0, id = 359, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ĞşìÇ½äÖ¸
{ group = 0, type = 0, id = 405, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ĞşìÇµÀÑ¥
{ group = 0, type = 0, id = 450, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --ĞşìÇ±¦Ê¯
{ group = 0, type = 0, id = 6, propability = 15, count = 0, mincount = 1, maxcount = 2 }, --»ğÁÃÌì²Ô
{ group = 0, type = 0, id = 55, propability = 8, count = 0, mincount = 1, maxcount = 2 }, --Ìì²ÔÕ½¼×(ÄĞ)
{ group = 0, type = 0, id = 70, propability = 8, count = 0, mincount = 1, maxcount = 2 }, --Ìì²ÔÕ½¼×(Å®)
{ group = 0, type = 0, id = 146, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --Ìì²ÔÑü´ø
{ group = 0, type = 0, id = 192, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --Ìì²ÔÍ·¿ø
{ group = 0, type = 0, id = 238, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --Ìì²ÔÏîÁ´
{ group = 0, type = 0, id = 284, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --Ìì²ÔÊÖïí
{ group = 0, type = 0, id = 330, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --Ìì²Ô½äÖ¸
{ group = 0, type = 0, id = 376, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --Ìì²ÔÕ½Ñ¥
{ group = 0, type = 0, id = 421, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --Ìì²Ô±¦Ê¯
{ group = 0, type = 0, id = 21, propability = 15, count = 0, mincount = 1, maxcount = 2 }, --×ÏŞ±Ó³ÔÂ
{ group = 0, type = 0, id = 85, propability = 8, count = 0, mincount = 1, maxcount = 2 }, --×ÏŞ±·¨ÅÛ(ÄĞ)
{ group = 0, type = 0, id = 100, propability = 8, count = 0, mincount = 1, maxcount = 2 }, --×ÏŞ±·¨ÅÛ(Å®)
{ group = 0, type = 0, id = 161, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --×ÏŞ±Ñü´ø
{ group = 0, type = 0, id = 207, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --×ÏŞ±Í·¿ø
{ group = 0, type = 0, id = 253, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --×ÏŞ±ÏîÁ´
{ group = 0, type = 0, id = 299, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --×ÏŞ±ÊÖïí
{ group = 0, type = 0, id = 345, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --×ÏŞ±½äÖ¸
{ group = 0, type = 0, id = 391, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --×ÏŞ±·¨Ñ¥
{ group = 0, type = 0, id = 436, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --×ÏŞ±±¦Ê¯
{ group = 0, type = 0, id = 36, propability = 15, count = 0, mincount = 1, maxcount = 2 }, --óÏÀÇµÀ½£
{ group = 0, type = 0, id = 115, propability = 8, count = 0, mincount = 1, maxcount = 2 }, --óÏÀÇµÀîø(ÄĞ)
{ group = 0, type = 0, id = 130, propability = 8, count = 0, mincount = 1, maxcount = 2 }, --óÏÀÇµÀîø(Å®)
{ group = 0, type = 0, id = 176, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --óÏÀÇÑü´ø
{ group = 0, type = 0, id = 222, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --óÏÀÇÍ·¿ø
{ group = 0, type = 0, id = 268, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --óÏÀÇÏîÁ´
{ group = 0, type = 0, id = 314, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --óÏÀÇÊÖïí
{ group = 0, type = 0, id = 360, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --óÏÀÇ½äÖ¸
{ group = 0, type = 0, id = 406, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --óÏÀÇµÀÑ¥
{ group = 0, type = 0, id = 451, propability = 5, count = 0, mincount = 1, maxcount = 2 }, --óÏÀÇ±¦Ê¯
{ group = 1, type = 0, id = 7, propability = 15, count = 1 }, --Õ¶ÁúÍÀÄ§
{ group = 1, type = 0, id = 56, propability = 5, count = 1 }, --ÆÆÌìÕ½¼×(ÄĞ)
{ group = 1, type = 0, id = 71, propability = 5, count = 1 }, --ÆÆÌìÕ½¼×(Å®)
{ group = 0, type = 0, id = 147, propability = 5, count = 1 }, --ÆÆÌìÑü´ø
{ group = 0, type = 0, id = 193, propability = 5, count = 1 }, --ÆÆÌìÍ·¿ø
{ group = 0, type = 0, id = 239, propability = 5, count = 1 }, --ÆÆÌìÏîÁ´
{ group = 0, type = 0, id = 285, propability = 5, count = 1 }, --ÆÆÌìÊÖïí
{ group = 0, type = 0, id = 331, propability = 5, count = 1 }, --ÆÆÌì½äÖ¸
{ group = 0, type = 0, id = 377, propability = 5, count = 1 }, --ÆÆÌìÕ½Ñ¥
{ group = 0, type = 0, id = 422, propability = 5, count = 1 }, --ÆÆÌì±¦Ê¯
{ group = 2, type = 0, id = 22, propability = 15, count = 1 }, --±ùÀ¶·¨ÕÈ
{ group = 2, type = 0, id = 86, propability = 5, count = 1 }, --´äÓğ·¨ÅÛ(ÄĞ)
{ group = 2, type = 0, id = 101, propability = 5, count = 1 }, --´äÓğ·¨ÅÛ(Å®)
{ group = 0, type = 0, id = 162, propability = 5, count = 1 }, --´äÓğÑü´ø
{ group = 0, type = 0, id = 208, propability = 5, count = 1 }, --´äÓğÍ·¿ø
{ group = 0, type = 0, id = 254, propability = 5, count = 1 }, --´äÓğÏîÁ´
{ group = 0, type = 0, id = 300, propability = 5, count = 1 }, --´äÓğÊÖïí
{ group = 0, type = 0, id = 346, propability = 5, count = 1 }, --´äÓğ½äÖ¸
{ group = 0, type = 0, id = 392, propability = 5, count = 1 }, --´äÓğ·¨Ñ¥
{ group = 0, type = 0, id = 437, propability = 5, count = 1 }, --´äÓğ±¦Ê¯
{ group = 3, type = 0, id = 37, propability = 15, count = 1 }, --×Ï¹âµÀ½£
{ group = 3, type = 0, id = 116, propability = 5, count = 1 }, --À¶ÁèµÀîø(ÄĞ)
{ group = 3, type = 0, id = 131, propability = 5, count = 1 }, --À¶ÁèµÀîø(Å®)
{ group = 0, type = 0, id = 177, propability = 5, count = 1 }, --À¶ÁèÑü´ø
{ group = 0, type = 0, id = 223, propability = 5, count = 1 }, --À¶ÁèÍ·¿ø
{ group = 0, type = 0, id = 269, propability = 5, count = 1 }, --À¶ÁèÏîÁ´
{ group = 0, type = 0, id = 315, propability = 5, count = 1 }, --À¶ÁèÊÖïí
{ group = 0, type = 0, id = 361, propability = 5, count = 1 }, --À¶Áè½äÖ¸
{ group = 0, type = 0, id = 407, propability = 5, count = 1 }, --À¶ÁèµÀÑ¥
{ group = 0, type = 0, id = 452, propability = 5, count = 1 }, --À¶Áè±¦Ê¯
{ group = 4, type = 0, id = 57, propability = 30, count = 1 }, --öÌ½ğÕ½¼×(ÄĞ)
{ group = 4, type = 0, id = 72, propability = 30, count = 1 }, --öÌ½ğÕ½¼×(Å®)
{ group = 4, type = 0, id = 87, propability = 30, count = 1 }, --±Ìçô·¨ÅÛ(ÄĞ)
{ group = 4, type = 0, id = 102, propability = 30, count = 1 }, --±Ìçô·¨ÅÛ(Å®)
{ group = 4, type = 0, id = 117, propability = 30, count = 1 }, --á°¿ÕµÀîø(ÄĞ)
{ group = 4, type = 0, id = 132, propability = 30, count = 1 }, --á°¿ÕµÀîø(Å®)
{ group = 5, type = 0, id = 148, propability = 50, count = 1 }, --öÌ½ğÑü´ø
{ group = 5, type = 0, id = 163, propability = 50, count = 1 }, --±ÌçôÑü´ø
{ group = 5, type = 0, id = 178, propability = 50, count = 1 }, --á°¿ÕÑü´ø
{ group = 5, type = 0, id = 194, propability = 50, count = 1 }, --öÌ½ğÍ·¿ø
{ group = 5, type = 0, id = 209, propability = 50, count = 1 }, --±ÌçôÍ·¿ø
{ group = 5, type = 0, id = 224, propability = 50, count = 1 }, --á°¿ÕÍ·¿ø
{ group = 5, type = 0, id = 240, propability = 50, count = 1 }, --öÌ½ğÏîÁ´
{ group = 5, type = 0, id = 255, propability = 50, count = 1 }, --±ÌçôÏîÁ´
{ group = 5, type = 0, id = 270, propability = 50, count = 1 }, --á°¿ÕÏîÁ´
{ group = 5, type = 0, id = 286, propability = 50, count = 1 }, --öÌ½ğÊÖïí
{ group = 5, type = 0, id = 301, propability = 50, count = 1 }, --±ÌçôÊÖïí
{ group = 5, type = 0, id = 316, propability = 50, count = 1 }, --á°¿ÕÊÖïí
{ group = 5, type = 0, id = 332, propability = 50, count = 1 }, --öÌ½ğ½äÖ¸
{ group = 5, type = 0, id = 347, propability = 50, count = 1 }, --±Ìçô½äÖ¸
{ group = 5, type = 0, id = 362, propability = 50, count = 1 }, --á°¿Õ½äÖ¸
{ group = 5, type = 0, id = 378, propability = 50, count = 1 }, --öÌ½ğÕ½Ñ¥
{ group = 5, type = 0, id = 393, propability = 50, count = 1 }, --±Ìçô·¨Ñ¥
{ group = 5, type = 0, id = 408, propability = 50, count = 1 }, --á°¿ÕµÀÑ¥
{ group = 5, type = 0, id = 423, propability = 50, count = 1 }, --öÌ½ğ±¦Ê¯
{ group = 5, type = 0, id = 438, propability = 50, count = 1 }, --±Ìçô±¦Ê¯
{ group = 5, type = 0, id = 453, propability = 50, count = 1 }, --á°¿Õ±¦Ê¯
{ group = 6, type = 0, id = 8, propability = 30, count = 1 }, --öÌ½ğ±¦µ¶
{ group = 6, type = 0, id = 23, propability = 30, count = 1 }, --±Ìçô·¨ÕÈ
{ group = 6, type = 0, id = 38, propability = 30, count = 1 }, --á°¿ÕÉñ½£
{ group = 7, type = 0, id = 58, propability = 70, count = 1 }, --ĞşÑôÕ½¼×(ÄĞ)
{ group = 7, type = 0, id = 73, propability = 70, count = 1 }, --ĞşÑôÕ½¼×(Å®)
{ group = 7, type = 0, id = 88, propability = 70, count = 1 }, --ÁğÁ§·¨ÅÛ(ÄĞ)
{ group = 7, type = 0, id = 103, propability = 70, count = 1 }, --ÁğÁ§·¨ÅÛ(Å®)
{ group = 7, type = 0, id = 118, propability = 70, count = 1 }, --Á½ÒÇµÀîø(ÄĞ)
{ group = 7, type = 0, id = 133, propability = 70, count = 1 }, --Á½ÒÇµÀîø(Å®)
{ group = 7, type = 0, id = 149, propability = 70, count = 1 }, --ĞşÑôÑü´ø
{ group = 7, type = 0, id = 164, propability = 70, count = 1 }, --ÁğÁ§Ñü´ø
{ group = 7, type = 0, id = 179, propability = 70, count = 1 }, --Á½ÒÇÑü´ø
{ group = 7, type = 0, id = 195, propability = 70, count = 1 }, --ĞşÑôÍ·¿ø
{ group = 7, type = 0, id = 210, propability = 70, count = 1 }, --ÁğÁ§Í·¿ø
{ group = 7, type = 0, id = 225, propability = 70, count = 1 }, --Á½ÒÇÍ·¿ø
{ group = 7, type = 0, id = 241, propability = 70, count = 1 }, --ĞşÑôÏîÁ´
{ group = 7, type = 0, id = 256, propability = 70, count = 1 }, --ÁğÁ§ÏîÁ´
{ group = 7, type = 0, id = 271, propability = 70, count = 1 }, --Á½ÒÇÏîÁ´
{ group = 7, type = 0, id = 287, propability = 70, count = 1 }, --ĞşÑôÊÖïí
{ group = 7, type = 0, id = 302, propability = 70, count = 1 }, --ÁğÁ§ÊÖïí
{ group = 7, type = 0, id = 317, propability = 70, count = 1 }, --Á½ÒÇÊÖïí
{ group = 7, type = 0, id = 333, propability = 70, count = 1 }, --ĞşÑô½äÖ¸
{ group = 7, type = 0, id = 348, propability = 70, count = 1 }, --ÁğÁ§½äÖ¸
{ group = 7, type = 0, id = 363, propability = 70, count = 1 }, --Á½ÒÇ½äÖ¸
