{ group = 0, type = 0, id = 370, propability = 1, count = 10 }, --×£¸£ÓÍ
{ group = 0, type = 0, id = 354, propability = 1, count = 0, mincount = 3, maxcount = 5 }, --ºìÃµ¹å
{ group = 1, type = 0, id = 281, propability = 1, count = 0, mincount = 3, maxcount = 5 }, --¶ş¼¶ÁéÖé
{ group = 1, type = 0, id = 282, propability = 3, count = 0, mincount = 2, maxcount = 3 }, --Èı¼¶ÁéÖé
{ group = 1, type = 0, id = 283, propability = 6, count = 0, mincount = 1, maxcount = 2 }, --ËÄ¼¶ÁéÖé
{ group = 1, type = 0, id = 1402, propability = 10, count = 1 }, --Îå¼¶ÁéÖé
{ group = 2, type = 0, id = 278, propability = 1, count = 1 }, --ÇåÏ´É°
{ group = 2, type = 0, id = 279, propability = 1, count = 1 }, --¼ø¶¨Ëø
{ group = 2, type = 0, id = 2111, propability = 1, count = 1 }, --×ã¼£¾«»ª
{ group = 2, type = 0, id = 1990, propability = 1, count = 1 }, --»ÃÌìÓ¡
{ group = 2, type = 0, id = 1172, propability = 1, count = 1 }, --Áé»êË®¾§
{ group = 3, type = 0, id = 201, propability = 10, count = 1 }, --½ğÑô±¦Ê¯
{ group = 3, type = 0, id = 199, propability = 10, count = 1 }, --½ğÑôÑü´ø
{ group = 3, type = 0, id = 200, propability = 10, count = 1 }, --½ğÑôÕ½Ñ¥
{ group = 3, type = 0, id = 212, propability = 10, count = 1 }, --ÉóÅĞ±¦Ê¯
{ group = 3, type = 0, id = 210, propability = 10, count = 1 }, --ÉóÅĞÑü´ø
{ group = 3, type = 0, id = 211, propability = 10, count = 1 }, --ÉóÅĞ·¨ÂÄ
{ group = 3, type = 0, id = 223, propability = 10, count = 1 }, --ĞşÚ¤±¦Ê¯
{ group = 3, type = 0, id = 221, propability = 10, count = 1 }, --ĞşÚ¤Ñü´ø
{ group = 3, type = 0, id = 222, propability = 10, count = 1 }, --ĞşÚ¤µÀĞ¬
{ group = 3, type = 0, id = 235, propability = 30, count = 1 }, --Ç§¾û½äÖ¸
{ group = 3, type = 0, id = 246, propability = 30, count = 1 }, --ÁÒÑæ½äÖ¸
{ group = 3, type = 0, id = 257, propability = 30, count = 1 }, --Ú¤÷È½äÖ¸
{ group = 4, type = 0, id = 606, propability = 1, count = 1 }, --À×öªÕ½Ñ¥
{ group = 4, type = 0, id = 607, propability = 1, count = 1 }, --ĞÇ²Ó·¨ÂÄ
{ group = 4, type = 0, id = 608, propability = 1, count = 1 }, --ĞşÁéµÀĞ¬
{ group = 4, type = 0, id = 603, propability = 1, count = 1 }, --À×öªÑü´ø
{ group = 4, type = 0, id = 604, propability = 1, count = 1 }, --ĞÇ²ÓÑü´ø
{ group = 4, type = 0, id = 605, propability = 1, count = 1 }, --ĞşÁéÑü´ø
{ group = 4, type = 0, id = 615, propability = 1, count = 1 }, --À×öªÍ·¿ø
{ group = 4, type = 0, id = 616, propability = 1, count = 1 }, --ĞÇ²ÓÍ·¿ø
{ group = 4, type = 0, id = 617, propability = 1, count = 1 }, --ĞşÁéÍ·¿ø
{ group = 4, type = 0, id = 149, propability = 3, count = 1 }, --·ïÎè¿ñÉ³
{ group = 4, type = 0, id = 139, propability = 3, count = 1 }, --À×Ñ×Ä§ÅÛ(ÄĞ)
{ group = 4, type = 0, id = 151, propability = 3, count = 1 }, --Ç¬À¤µÀÒÂ(Å®)
{ group = 4, type = 0, id = 128, propability = 3, count = 1 }, --»ğÁúÕ½¼×(ÄĞ)
{ group = 4, type = 0, id = 141, propability = 3, count = 1 }, --À×Ñ×Í·¿ø
{ group = 4, type = 0, id = 129, propability = 3, count = 1 }, --»ğÁúÕ½¼×(Å®)
{ group = 4, type = 0, id = 138, propability = 3, count = 1 }, --Ò×Ñª¿ñÁú
{ group = 4, type = 0, id = 130, propability = 3, count = 1 }, --»ğÁúÍ·¿ø
{ group = 4, type = 0, id = 140, propability = 3, count = 1 }, --À×Ñ×Ä§ÅÛ(Å®)
{ group = 4, type = 0, id = 150, propability = 3, count = 1 }, --Ç¬À¤µÀÒÂ(ÄĞ)
{ group = 4, type = 0, id = 152, propability = 3, count = 1 }, --Ç¬À¤Í·¿ø
{ group = 4, type = 0, id = 127, propability = 3, count = 1 }, --ÎäÖ®Ó°÷È
{ group = 5, type = 0, id = 116, propability = 1, count = 1 }, --¹âÃ¢Éñ½£
{ group = 5, type = 0, id = 106, propability = 1, count = 1 }, --ºìÓñÄ§ÅÛ(ÄĞ)
{ group = 5, type = 0, id = 118, propability = 1, count = 1 }, --À¶ÁéµÀÒÂ(Å®)
{ group = 5, type = 0, id = 95, propability = 1, count = 1 }, --»Æ½ğÕ½¼×(ÄĞ)
{ group = 5, type = 0, id = 108, propability = 1, count = 1 }, --ºìÓñÍ·¿ø
{ group = 5, type = 0, id = 96, propability = 1, count = 1 }, --»Æ½ğÕ½¼×(Å®)
{ group = 5, type = 0, id = 105, propability = 1, count = 1 }, --½ğ¹â·¨ÕÈ
{ group = 5, type = 0, id = 97, propability = 1, count = 1 }, --»Æ½ğÍ·¿ø
{ group = 5, type = 0, id = 107, propability = 1, count = 1 }, --ºìÓñÄ§ÅÛ(Å®)
{ group = 5, type = 0, id = 117, propability = 1, count = 1 }, --À¶ÁéµÀÒÂ(ÄĞ)
{ group = 5, type = 0, id = 119, propability = 1, count = 1 }, --À¶ÁéÍ·¿ø
{ group = 5, type = 0, id = 94, propability = 1, count = 1 }, --ÙÈÔÂÕ½µ¶
